Co_Ref,Time_to_Renewal,crm_accreditation_completed,crm_timely_completion,crm_progress_towards_accreditation,crm_delays_in_accreditation,crm_contractor_suggested_leave,crm_contractor_engagement,crm_contractor_sentiment,crm_contractor_sentiment_score,crm_dts_or_ssip_mentioned,crm_customer_payment_intention,crm_competitors_mentioned,crm_membership_level,crm_platform_issues_raised,crm_agent_chased_contractor,crm_agent_chase_count,crm_accreditation_issues,crm_membership_overdue,crm_auto_renewal_status,crm_dissatisified_with_renewal_price,crm_customer_complained,crm_refund_mentioned,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_financial_hardship_mentioned,year
zz3175,14_out,no,not discussed,not discussed,yes,not discussed,no,not discussed,not discussed,no,not discussed,no,accredited,no,yes,1,not discussed,no,0,not discussed,no,no,yes,not discussed,yes,2025
az4464,pre_renewal,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,no,no,accredited,no,yes,1,not discussed,yes,0,no,no,no,yes,not discussed,yes,2025
gh7400,14_out,yes,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,no,no,accredited,no,yes,1,not discussed,no,0,not discussed,no,no,yes,not discussed,yes,2025
rz2062,pre_renewal,no,not discussed,no,yes,not discussed,no,not discussed,not discussed,no,not discussed,no,accredited,no,yes,2,not discussed,yes,0,not discussed,no,no,yes,not discussed,yes,2025
jz2323,pre_renewal,yes,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,not discussed,no,accredited,no,no,0,no,no,0,not discussed,no,no,yes,not discussed,yes,2025
ks0620,14_out,no,not discussed,no,yes,not discussed,no,not discussed,not discussed,yes,no,no,accredited,no,yes,1,not discussed,no,0,not discussed,no,no,yes,not discussed,yes,2025
pv7120,pre_renewal,not discussed,not discussed,not discussed,yes,no,no,not discussed,not discussed,no,no,no,accredited,no,yes,1,not discussed,yes,0,not discussed,no,no,yes,not discussed,yes,2025
uc5083,45_out,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,not discussed,no,accredited,no,yes,2,not discussed,yes,0,no,no,no,yes,not discussed,yes,2025
rm0044,14_out,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,yes,not discussed,no,accredited,no,yes,1,not discussed,yes,0,not discussed,no,no,yes,not discussed,yes,2025
sc2509,pre_renewal,not discussed,not discussed,not discussed,yes,not discussed,no,not discussed,not discussed,no,no,no,accredited,no,yes,2,not discussed,yes,0,not discussed,no,no,yes,not discussed,yes,2025
pj3065,prior_year,no,not discussed,not discussed,yes,no,no,not discussed,not discussed,yes,no,no,members only,no,yes,3,not discussed,yes,0,no,no,no,yes,not discussed,yes,2025
cj6009,pre_renewal,no,not discussed,yes,yes,not discussed,no,not discussed,not discussed,no,not discussed,no,in progress,no,yes,1,not discussed,yes,0,not discussed,no,no,yes,not discussed,yes,2025
ly2671,45_out,no,no,no,yes,not discussed,no,not discussed,not discussed,no,not discussed,no,in progress,no,yes,5,not discussed,yes,0,not discussed,no,no,yes,not discussed,yes,2025
pd2966,pre_renewal,no,not discussed,no,yes,not discussed,no,not discussed,not discussed,no,not discussed,no,in progress,no,yes,1,not discussed,yes,0,not discussed,no,no,yes,not discussed,yes,2025
we8601,prior_year,no,no,no,yes,not discussed,no,not discussed,not discussed,yes,yes,no,in progress,no,yes,5,not discussed,yes,0,not discussed,no,no,yes,not discussed,yes,2025
ri7813,14_out,no,no,not discussed,yes,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,yes,1,not discussed,not discussed,0,not discussed,no,no,yes,not discussed,yes,2026
rr8705,45_out,no,no,no,yes,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,yes,2,not discussed,not discussed,0,not discussed,no,no,yes,not discussed,yes,2026
dn2455,pre_renewal,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,yes,no,not discussed,no,no,0,not discussed,not discussed,0,not discussed,no,no,yes,no,yes,2025
nn1972,pre_renewal,yes,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,accredited,no,yes,1,not discussed,yes,0,not discussed,no,no,yes,no,yes,2025
zb8379,14_out,not discussed,not discussed,not discussed,not discussed,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,not discussed,not discussed,yes,2,not discussed,not discussed,0,not discussed,no,no,yes,no,yes,2025
zg2696,pre_renewal,no,not discussed,no,yes,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,yes,1,not discussed,not discussed,0,not discussed,no,no,yes,no,yes,2025
zy7200,14_out,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,yes,no,yes,2025
er9115,14_out,not discussed,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,not discussed,no,no,0,not discussed,not discussed,0,no,no,no,yes,no,yes,2025
wf3506,14_out,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,not discussed,no,not discussed,no,no,0,not discussed,not discussed,0,not discussed,no,no,yes,no,yes,2025
bp2192,pre_renewal,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,yes,no,yes,2025
rs3355,pre_renewal,not discussed,not discussed,not discussed,not discussed,not discussed,no,not discussed,not discussed,no,not discussed,no,not discussed,no,no,0,not discussed,not discussed,0,not discussed,no,no,yes,no,yes,2025
vy8012,pre_renewal,yes,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,accredited,no,no,0,not discussed,no,0,not discussed,no,no,yes,no,yes,2025
dy4221,pre_renewal,yes,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,not discussed,no,accredited,no,yes,1,not discussed,not discussed,0,not discussed,no,no,yes,no,yes,2025
ea8797,14_out,no,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,yes,1,not discussed,not discussed,0,not discussed,no,no,yes,no,yes,2025
hj7364,14_out,not discussed,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,not discussed,no,yes,2,not discussed,not discussed,0,not discussed,no,no,yes,no,yes,2025
zy7404,14_out,no,not discussed,no,yes,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,yes,0,not discussed,no,no,yes,no,yes,2026
ey6643,pre_renewal,no,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,not discussed,no,accredited,no,no,0,not discussed,not discussed,0,not discussed,no,no,yes,no,yes,2025
ny6149,pre_renewal,not discussed,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,not discussed,no,yes,1,not discussed,yes,0,yes,no,no,yes,no,yes,2025
bc1072,14_out,no,no,no,yes,not discussed,no,not discussed,not discussed,yes,not discussed,no,in progress,no,yes,2,not discussed,no,0,no,no,no,yes,no,yes,2025
jw5944,pre_renewal,no,not discussed,not discussed,yes,not discussed,no,not discussed,not discussed,yes,not discussed,no,accredited,no,yes,1,not discussed,yes,0,not discussed,no,no,yes,no,yes,2025
qn1351,prior_year,no,no,not discussed,yes,not discussed,no,not discussed,not discussed,yes,not discussed,no,in progress,not discussed,yes,5,not discussed,yes,0,not discussed,no,no,yes,no,yes,2025
ey7870,prior_year,no,no,no,yes,not discussed,no,not discussed,not discussed,yes,yes,no,accredited,no,yes,3,not discussed,yes,0,no,no,no,yes,no,yes,2025
rw3073,14_out,not discussed,not discussed,not discussed,no,no,yes,dissatisfied,40,no,yes,no,accredited,no,no,0,not discussed,no,0,yes,no,no,yes,no,yes,2025
eb1582,45_out,not discussed,not discussed,not discussed,no,no,yes,dissatisfied,40,yes,not discussed,yes,accredited,no,no,0,not discussed,not discussed,0,yes,no,no,yes,no,yes,2025
lw6787,pre_renewal,not discussed,not discussed,not discussed,no,no,yes,dissatisfied,40,yes,yes,yes,accredited,no,no,0,not discussed,yes,0,yes,no,no,yes,no,yes,2025
lu7432,45_out,not discussed,not discussed,not discussed,no,no,yes,dissatisfied,40,no,not discussed,no,accredited,no,no,0,not discussed,not discussed,0,yes,no,no,yes,no,yes,2025
ko2870,45_out,not discussed,not discussed,not discussed,no,not discussed,yes,dissatisfied,40,yes,not discussed,yes,accredited,no,no,0,not discussed,not discussed,0,yes,no,no,yes,no,yes,2025
wj1934,45_out,not discussed,not discussed,not discussed,no,not discussed,yes,dissatisfied,40,yes,not discussed,yes,accredited,no,no,0,not discussed,yes,0,yes,no,no,yes,no,yes,2025
cz3032,pre_renewal,no,not discussed,not discussed,no,no,yes,dissatisfied,40,no,not discussed,no,accredited,no,no,0,no,no,0,yes,no,no,yes,no,yes,2025
gg2677,45_out,not discussed,not discussed,not discussed,no,no,yes,dissatisfied,40,yes,not discussed,no,accredited,no,no,0,not discussed,not discussed,0,yes,no,no,yes,no,yes,2025
ml4419,45_out,not discussed,not discussed,not discussed,no,no,yes,dissatisfied,40,yes,not discussed,yes,accredited,no,no,0,not discussed,not discussed,0,yes,no,no,yes,no,yes,2025
ht8806,pre_renewal,not discussed,not discussed,not discussed,no,no,yes,satisfied,80,no,yes,no,accredited,no,no,0,not discussed,no,0,yes,no,no,yes,no,yes,2025
mz8849,prior_year,not discussed,not discussed,not discussed,no,no,yes,satisfied,80,no,yes,no,accredited,no,no,0,not discussed,yes,0,yes,no,no,yes,no,yes,2025
em1597,14_out,not discussed,not discussed,not discussed,no,no,yes,satisfied,80,no,yes,no,accredited,no,yes,2,not discussed,yes,0,no,no,no,yes,no,yes,2025
yo2575,prior_year,yes,not discussed,not discussed,no,no,yes,satisfied,80,no,yes,no,accredited,no,yes,2,not discussed,yes,0,no,no,no,yes,no,yes,2025
fv5738,pre_renewal,not discussed,not discussed,not discussed,no,no,yes,dissatisfied,30,yes,yes,no,accredited,no,no,0,not discussed,not discussed,0,yes,no,no,yes,no,yes,2026
fz4292,14_out,not discussed,not discussed,not discussed,no,no,yes,satisfied,80,yes,yes,no,accredited,no,no,0,not discussed,not discussed,0,yes,no,no,yes,no,yes,2026
nv6609,14_out,not discussed,not discussed,not discussed,no,not discussed,yes,dissatisfied,20,yes,not discussed,no,accredited,no,yes,2,not discussed,no,0,no,no,no,yes,no,yes,2025
bd8006,14_out,not discussed,not discussed,not discussed,no,no,yes,satisfied,80,yes,not discussed,no,accredited,no,yes,1,not discussed,not discussed,0,yes,no,no,yes,no,yes,2026
nu3206,pre_renewal,not discussed,not discussed,not discussed,yes,no,yes,dissatisfied,30,no,not discussed,no,accredited,no,yes,2,not discussed,yes,0,no,no,no,yes,no,yes,2025
mh7227,prior_year,yes,no,yes,yes,no,yes,dissatisfied,30,no,yes,no,accredited,no,yes,7,not discussed,yes,0,no,no,no,yes,no,yes,2025
nv8500,pre_renewal,not discussed,not discussed,not discussed,yes,no,yes,dissatisfied,30,no,no,no,accredited,no,yes,1,not discussed,yes,0,not discussed,no,no,yes,no,yes,2025
sx6168,45_out,no,no,not discussed,yes,no,yes,dissatisfied,40,no,not discussed,no,accredited,yes,yes,3,not discussed,not discussed,0,yes,no,no,yes,no,yes,2025
dq5109,pre_renewal,not discussed,not discussed,not discussed,yes,no,yes,dissatisfied,20,no,no,no,accredited,no,yes,1,not discussed,yes,0,not discussed,no,no,yes,no,yes,2025
hj5691,pre_renewal,not discussed,not discussed,not discussed,no,no,yes,satisfied,80,no,yes,no,not discussed,no,yes,1,not discussed,yes,0,no,no,no,yes,no,yes,2025
wt9906,45_out,not discussed,not discussed,not discussed,no,no,yes,dissatisfied,40,no,yes,no,not discussed,no,no,0,not discussed,yes,0,yes,no,no,yes,no,yes,2025
jm1434,45_out,not discussed,not discussed,not discussed,no,no,yes,dissatisfied,40,no,not discussed,no,not discussed,no,no,0,not discussed,not discussed,0,yes,no,no,yes,no,yes,2025
ea9661,prior_year,not discussed,not discussed,not discussed,yes,no,yes,dissatisfied,20,no,yes,no,not discussed,no,yes,3,not discussed,yes,0,yes,no,no,yes,no,yes,2025
zl1794,pre_renewal,not discussed,not discussed,not discussed,no,no,yes,satisfied,80,no,yes,no,not discussed,no,no,0,not discussed,not discussed,0,yes,no,no,yes,no,yes,2025
lh5170,pre_renewal,not discussed,not discussed,not discussed,no,no,yes,dissatisfied,20,no,no,no,not discussed,no,yes,1,not discussed,yes,0,yes,no,no,yes,no,yes,2025
ma2778,14_out,not discussed,not discussed,not discussed,no,no,yes,dissatisfied,30,no,not discussed,no,not discussed,no,no,0,not discussed,no,0,yes,no,no,yes,no,yes,2025
ab9682,prior_year,not discussed,not discussed,not discussed,yes,no,yes,neutral,50,no,yes,no,members only,no,yes,4,not discussed,yes,0,not discussed,no,no,yes,no,yes,2025
zl4227,prior_year,no,no,not discussed,yes,no,yes,neutral,50,yes,yes,no,in progress,no,yes,11,not discussed,yes,0,no,no,no,yes,no,yes,2025
eo6690,prior_year,not discussed,not discussed,not discussed,no,no,yes,neutral,50,yes,yes,no,in progress,no,yes,2,not discussed,yes,0,no,no,no,yes,no,yes,2025
lj5580,prior_year,no,no,not discussed,yes,no,yes,neutral,50,yes,yes,no,members only,no,yes,4,not discussed,yes,0,not discussed,no,no,yes,no,yes,2025
lp4971,prior_year,not discussed,no,not discussed,yes,no,yes,neutral,50,no,yes,no,in progress,no,yes,5,not discussed,yes,0,yes,no,no,yes,no,yes,2025
sw3040,prior_year,no,no,yes,yes,no,yes,neutral,50,yes,yes,no,in progress,no,yes,5,not discussed,not discussed,0,yes,no,no,yes,no,yes,2025
cp1386,45_out,no,no,yes,yes,no,yes,neutral,50,no,not discussed,no,in progress,no,yes,6,no,yes,0,yes,no,no,yes,no,yes,2025
qo8556,pre_renewal,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,no,members only,no,yes,3,not discussed,no,0,not discussed,no,no,yes,no,yes,2025
mt0371,prior_year,no,no,no,yes,not discussed,yes,neutral,50,yes,not discussed,no,in progress,no,yes,7,not discussed,yes,0,yes,no,no,yes,no,yes,2025
uq7846,prior_year,no,no,yes,yes,no,yes,neutral,50,yes,yes,no,in progress,no,yes,5,not discussed,yes,0,no,no,no,yes,no,yes,2025
yo9178,pre_renewal,not discussed,not discussed,not discussed,yes,not discussed,yes,neutral,50,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,yes,no,yes,2026
su5837,prior_year,not discussed,not discussed,not discussed,yes,no,yes,neutral,50,yes,yes,no,members only,no,yes,5,not discussed,yes,0,no,no,no,yes,no,yes,2025
vo1186,prior_year,yes,no,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,3,not discussed,no,0,no,no,no,yes,no,yes,2026
cl6856,pre_renewal,no,not discussed,not discussed,yes,no,yes,neutral,50,yes,yes,no,not discussed,no,yes,1,not discussed,yes,0,yes,no,no,yes,no,yes,2025
yj8183,pre_renewal,not discussed,not discussed,not discussed,yes,not discussed,yes,neutral,50,no,no,no,not discussed,no,yes,2,not discussed,yes,0,yes,no,no,yes,no,yes,2026
jw4324,14_out,not discussed,not discussed,not discussed,yes,no,yes,neutral,50,no,not discussed,no,not discussed,no,yes,1,not discussed,not discussed,0,not discussed,no,no,yes,no,yes,2026
pn1594,pre_renewal,not discussed,not discussed,not discussed,no,no,yes,neutral,50,no,yes,no,not discussed,no,yes,1,not discussed,yes,0,not discussed,no,no,yes,no,yes,2025
vd5503,14_out,not discussed,not discussed,yes,no,no,yes,neutral,50,no,yes,no,not discussed,no,no,0,not discussed,not discussed,0,not discussed,no,no,yes,no,yes,2025
ql8403,pre_renewal,not discussed,not discussed,not discussed,no,no,yes,neutral,50,no,yes,no,not discussed,no,yes,2,not discussed,yes,0,no,no,no,yes,no,yes,2025
zm3960,45_out,not discussed,not discussed,not discussed,no,no,yes,neutral,50,no,not discussed,no,not discussed,no,yes,1,not discussed,yes,0,not discussed,no,no,yes,no,yes,2025
du0149,pre_renewal,not discussed,not discussed,not discussed,yes,no,yes,neutral,50,no,no,no,not discussed,no,no,0,not discussed,yes,0,not discussed,no,no,yes,no,yes,2025
jc1426,prior_year,not discussed,not discussed,not discussed,no,no,yes,neutral,50,no,no,no,not discussed,no,yes,2,not discussed,yes,0,no,no,no,yes,no,yes,2025
wf7762,pre_renewal,not discussed,not discussed,not discussed,no,no,yes,neutral,50,no,not discussed,no,not discussed,no,yes,2,not discussed,not discussed,0,not discussed,no,no,yes,no,yes,2026
yc0481,pre_renewal,no,not discussed,no,yes,not discussed,yes,neutral,50,no,not discussed,no,not discussed,no,no,0,not discussed,not discussed,0,yes,no,no,yes,no,yes,2025
up9417,prior_year,no,not discussed,no,yes,no,yes,neutral,50,no,yes,no,not discussed,no,yes,6,not discussed,yes,0,no,no,no,yes,no,yes,2025
cp1059,prior_year,not discussed,not discussed,not discussed,yes,no,yes,neutral,50,no,yes,no,not discussed,no,yes,9,not discussed,yes,0,not discussed,no,no,yes,no,yes,2025
tc0874,14_out,not discussed,not discussed,not discussed,no,not discussed,yes,neutral,50,no,yes,no,not discussed,no,no,0,not discussed,yes,0,not discussed,no,no,yes,no,yes,2025
vq0608,pre_renewal,not discussed,not discussed,not discussed,yes,no,yes,neutral,50,no,no,no,not discussed,no,yes,1,not discussed,yes,0,no,no,no,yes,no,yes,2025
ya0136,14_out,not discussed,not discussed,not discussed,no,not discussed,yes,neutral,50,no,not discussed,no,not discussed,no,no,0,not discussed,not discussed,0,yes,no,no,yes,no,yes,2025
zz6662,pre_renewal,not discussed,not discussed,not discussed,not discussed,no,yes,neutral,50,no,no,no,not discussed,no,yes,1,not discussed,yes,0,no,no,no,yes,no,yes,2026
dq8353,prior_year,not discussed,not discussed,not discussed,yes,no,yes,neutral,50,no,yes,no,accredited,no,yes,5,not discussed,yes,0,yes,no,no,yes,no,yes,2025
