Co_Ref,Time_to_Renewal,crm_accreditation_completed,crm_timely_completion,crm_progress_towards_accreditation,crm_delays_in_accreditation,crm_contractor_suggested_leave,crm_contractor_engagement,crm_contractor_sentiment,crm_contractor_sentiment_score,crm_dts_or_ssip_mentioned,crm_customer_payment_intention,crm_competitors_mentioned,crm_membership_level,crm_platform_issues_raised,crm_agent_chased_contractor,crm_agent_chase_count,crm_accreditation_issues,crm_membership_overdue,crm_auto_renewal_status,crm_dissatisified_with_renewal_price,crm_customer_complained,crm_refund_mentioned,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_financial_hardship_mentioned,year
ZZ3175,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
RB1299,14_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,No,0,Not Discussed,No,0,No,No,No,Yes,Not Discussed,Yes,2025
WF9826,pre_renewal,No,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
DZ7118,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
IR2705,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Yes,No,Not Discussed,No,Yes,2,Not Discussed,Yes,0,No,No,No,Yes,Not Discussed,Yes,2025
IZ4764,14_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
WK2438,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
LA1826,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,0,Not Discussed,Yes,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
VQ5429,14_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
NQ3635,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
OF9263,14_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
ON9900,14_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Yes,Not Discussed,Not Discussed,Not Discussed,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2026
LQ5508,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,2,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
CP9497,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
VJ6726,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
AY9976,14_out,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
HJ7372,14_out,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,No,0,Not Discussed,No,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
QF7122,14_out,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
IE8879,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,No,No,Accredited,No,Yes,2,Not Discussed,Yes,0,No,No,No,Yes,Not Discussed,Yes,2025
ZC8314,prior_year,No,No,No,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Accredited,No,Yes,5,Not Discussed,Yes,0,Yes,No,No,Yes,Not Discussed,Yes,2025
HG7967,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,No,No,Accredited,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
MG5118,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Accredited,Not Discussed,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
NB3226,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,Yes,No,No,Accredited,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
XV3033,14_out,No,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Accredited,No,Yes,1,Not Discussed,No,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
ZZ3175,14_out,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Accredited,No,Yes,1,Not Discussed,No,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
AZ4464,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,No,No,Accredited,No,Yes,1,Not Discussed,Yes,0,No,No,No,Yes,Not Discussed,Yes,2025
GH7400,14_out,Yes,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,No,No,Accredited,No,Yes,1,Not Discussed,No,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
RZ2062,pre_renewal,No,Not Discussed,No,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Accredited,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
JZ2323,pre_renewal,Yes,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Accredited,No,No,0,No,No,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
KS0620,14_out,No,Not Discussed,No,Yes,Not Discussed,No,Not Discussed,Not Discussed,Yes,No,No,Accredited,No,Yes,1,Not Discussed,No,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
PV7120,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,No,No,Accredited,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
UC5083,45_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Accredited,No,Yes,2,Not Discussed,Yes,0,No,No,No,Yes,Not Discussed,Yes,2025
RM0044,14_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,Accredited,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
SC2509,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,No,No,Accredited,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
PJ3065,prior_year,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,No,No,Members only,No,Yes,3,Not Discussed,Yes,0,No,No,No,Yes,Not Discussed,Yes,2025
CJ6009,pre_renewal,No,Not Discussed,Yes,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
LY2671,45_out,No,No,No,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,5,Not Discussed,Yes,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
PD2966,pre_renewal,No,Not Discussed,No,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
WE8601,prior_year,No,No,No,Yes,Not Discussed,No,Not Discussed,Not Discussed,Yes,Yes,No,In progress,No,Yes,5,Not Discussed,Yes,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2025
RI7813,14_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2026
RR8705,45_out,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,Not Discussed,Yes,2026
DN2455,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Yes,No,Not Discussed,No,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,No,Yes,2025
NN1972,pre_renewal,Yes,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Accredited,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Yes,No,Yes,2025
ZB8379,14_out,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Yes,2,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,No,Yes,2025
ZG2696,pre_renewal,No,Not Discussed,No,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,In progress,Not Discussed,Yes,1,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,No,Yes,2025
ZY7200,14_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,No,Yes,2025
ER9115,14_out,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,No,0,Not Discussed,Not Discussed,0,No,No,No,Yes,No,Yes,2025
WF3506,14_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,No,Yes,2025
BP2192,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,No,Yes,2025
RS3355,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,No,Yes,2025
VY8012,pre_renewal,Yes,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Accredited,No,No,0,Not Discussed,No,0,Not Discussed,No,No,Yes,No,Yes,2025
DY4221,pre_renewal,Yes,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Accredited,No,Yes,1,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,No,Yes,2025
EA8797,14_out,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,No,Yes,2025
HJ7364,14_out,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,2,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,No,Yes,2025
ZY7404,14_out,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,No,0,Not Discussed,Yes,0,Not Discussed,No,No,Yes,No,Yes,2026
EY6643,pre_renewal,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Accredited,No,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,No,Yes,2025
NY6149,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Yes,No,No,Yes,No,Yes,2025
BC1072,14_out,No,No,No,Yes,Not Discussed,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,2,Not Discussed,No,0,No,No,No,Yes,No,Yes,2025
JW5944,pre_renewal,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,Accredited,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Yes,No,Yes,2025
QN1351,prior_year,No,No,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,Not Discussed,Yes,5,Not Discussed,Yes,0,Not Discussed,No,No,Yes,No,Yes,2025
EY7870,prior_year,No,No,No,Yes,Not Discussed,No,Not Discussed,Not Discussed,Yes,Yes,No,Accredited,No,Yes,3,Not Discussed,Yes,0,No,No,No,Yes,No,Yes,2025
RW3073,14_out,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Dissatisfied,40,No,Yes,No,Accredited,No,No,0,Not Discussed,No,0,Yes,No,No,Yes,No,Yes,2025
EB1582,45_out,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Dissatisfied,40,Yes,Not Discussed,Yes,Accredited,No,No,0,Not Discussed,Not Discussed,0,Yes,No,No,Yes,No,Yes,2025
LW6787,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Dissatisfied,40,Yes,Yes,Yes,Accredited,No,No,0,Not Discussed,Yes,0,Yes,No,No,Yes,No,Yes,2025
LU7432,45_out,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Dissatisfied,40,No,Not Discussed,No,Accredited,No,No,0,Not Discussed,Not Discussed,0,Yes,No,No,Yes,No,Yes,2025
KO2870,45_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,Yes,Dissatisfied,40,Yes,Not Discussed,Yes,Accredited,No,No,0,Not Discussed,Not Discussed,0,Yes,No,No,Yes,No,Yes,2025
WJ1934,45_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,Yes,Dissatisfied,40,Yes,Not Discussed,Yes,Accredited,No,No,0,Not Discussed,Yes,0,Yes,No,No,Yes,No,Yes,2025
CZ3032,pre_renewal,No,Not Discussed,Not Discussed,No,No,Yes,Dissatisfied,40,No,Not Discussed,No,Accredited,No,No,0,No,No,0,Yes,No,No,Yes,No,Yes,2025
GG2677,45_out,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Dissatisfied,40,Yes,Not Discussed,No,Accredited,No,No,0,Not Discussed,Not Discussed,0,Yes,No,No,Yes,No,Yes,2025
ML4419,45_out,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Dissatisfied,40,Yes,Not Discussed,Yes,Accredited,No,No,0,Not Discussed,Not Discussed,0,Yes,No,No,Yes,No,Yes,2025
HT8806,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Satisfied,80,No,Yes,No,Accredited,No,No,0,Not Discussed,No,0,Yes,No,No,Yes,No,Yes,2025
MZ8849,prior_year,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Satisfied,80,No,Yes,No,Accredited,No,No,0,Not Discussed,Yes,0,Yes,No,No,Yes,No,Yes,2025
EM1597,14_out,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Satisfied,80,No,Yes,No,Accredited,No,Yes,2,Not Discussed,Yes,0,No,No,No,Yes,No,Yes,2025
YO2575,prior_year,Yes,Not Discussed,Not Discussed,No,No,Yes,Satisfied,80,No,Yes,No,Accredited,No,Yes,2,Not Discussed,Yes,0,No,No,No,Yes,No,Yes,2025
FV5738,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,No,No,0,Not Discussed,Not Discussed,0,Yes,No,No,Yes,No,Yes,2026
FZ4292,14_out,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Satisfied,80,Yes,Yes,No,Accredited,No,No,0,Not Discussed,Not Discussed,0,Yes,No,No,Yes,No,Yes,2026
NV6609,14_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,Yes,Dissatisfied,20,Yes,Not Discussed,No,Accredited,No,Yes,2,Not Discussed,No,0,No,No,No,Yes,No,Yes,2025
BD8006,14_out,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Satisfied,80,Yes,Not Discussed,No,Accredited,No,Yes,1,Not Discussed,Not Discussed,0,Yes,No,No,Yes,No,Yes,2026
NU3206,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Yes,No,Yes,Dissatisfied,30,No,Not Discussed,No,Accredited,No,Yes,2,Not Discussed,Yes,0,No,No,No,Yes,No,Yes,2025
MH7227,prior_year,Yes,No,Yes,Yes,No,Yes,Dissatisfied,30,No,Yes,No,Accredited,No,Yes,7,Not Discussed,Yes,0,No,No,No,Yes,No,Yes,2025
NV8500,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Yes,No,Yes,Dissatisfied,30,No,No,No,Accredited,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Yes,No,Yes,2025
SX6168,45_out,No,No,Not Discussed,Yes,No,Yes,Dissatisfied,40,No,Not Discussed,No,Accredited,Yes,Yes,3,Not Discussed,Not Discussed,0,Yes,No,No,Yes,No,Yes,2025
DQ5109,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Yes,No,Yes,Dissatisfied,20,No,No,No,Accredited,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Yes,No,Yes,2025
HJ5691,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Satisfied,80,No,Yes,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,No,No,No,Yes,No,Yes,2025
WT9906,45_out,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Dissatisfied,40,No,Yes,No,Not Discussed,No,No,0,Not Discussed,Yes,0,Yes,No,No,Yes,No,Yes,2025
JM1434,45_out,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Dissatisfied,40,No,Not Discussed,No,Not Discussed,No,No,0,Not Discussed,Not Discussed,0,Yes,No,No,Yes,No,Yes,2025
EA9661,prior_year,Not Discussed,Not Discussed,Not Discussed,Yes,No,Yes,Dissatisfied,20,No,Yes,No,Not Discussed,No,Yes,3,Not Discussed,Yes,0,Yes,No,No,Yes,No,Yes,2025
ZL1794,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Satisfied,80,No,Yes,No,Not Discussed,No,No,0,Not Discussed,Not Discussed,0,Yes,No,No,Yes,No,Yes,2025
LH5170,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Dissatisfied,20,No,No,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Yes,No,No,Yes,No,Yes,2025
MA2778,14_out,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Dissatisfied,30,No,Not Discussed,No,Not Discussed,No,No,0,Not Discussed,No,0,Yes,No,No,Yes,No,Yes,2025
AB9682,prior_year,Not Discussed,Not Discussed,Not Discussed,Yes,No,Yes,Neutral,50,No,Yes,No,Members only,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,Yes,No,Yes,2025
ZL4227,prior_year,No,No,Not Discussed,Yes,No,Yes,Neutral,50,Yes,Yes,No,In progress,No,Yes,11,Not Discussed,Yes,0,No,No,No,Yes,No,Yes,2025
EO6690,prior_year,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Neutral,50,Yes,Yes,No,In progress,No,Yes,2,Not Discussed,Yes,0,No,No,No,Yes,No,Yes,2025
LJ5580,prior_year,No,No,Not Discussed,Yes,No,Yes,Neutral,50,Yes,Yes,No,Members only,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,Yes,No,Yes,2025
LP4971,prior_year,Not Discussed,No,Not Discussed,Yes,No,Yes,Neutral,50,No,Yes,No,In progress,No,Yes,5,Not Discussed,Yes,0,Yes,No,No,Yes,No,Yes,2025
SW3040,prior_year,No,No,Yes,Yes,No,Yes,Neutral,50,Yes,Yes,No,In progress,No,Yes,5,Not Discussed,Not Discussed,0,Yes,No,No,Yes,No,Yes,2025
CP1386,45_out,No,No,Yes,Yes,No,Yes,Neutral,50,No,Not Discussed,No,In progress,No,Yes,6,No,Yes,0,Yes,No,No,Yes,No,Yes,2025
QO8556,pre_renewal,No,Not Discussed,Yes,No,No,Yes,Neutral,50,No,Not Discussed,No,Members only,No,Yes,3,Not Discussed,No,0,Not Discussed,No,No,Yes,No,Yes,2025
MT0371,prior_year,No,No,No,Yes,Not Discussed,Yes,Neutral,50,Yes,Not Discussed,No,In progress,No,Yes,7,Not Discussed,Yes,0,Yes,No,No,Yes,No,Yes,2025
UQ7846,prior_year,No,No,Yes,Yes,No,Yes,Neutral,50,Yes,Yes,No,In progress,No,Yes,5,Not Discussed,Yes,0,No,No,No,Yes,No,Yes,2025
YO9178,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Yes,Not Discussed,Yes,Neutral,50,No,Not Discussed,Not Discussed,In progress,Not Discussed,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,No,Yes,2026
SU5837,prior_year,Not Discussed,Not Discussed,Not Discussed,Yes,No,Yes,Neutral,50,Yes,Yes,No,Members only,No,Yes,5,Not Discussed,Yes,0,No,No,No,Yes,No,Yes,2025
VO1186,prior_year,Yes,No,Yes,No,No,Yes,Neutral,50,Yes,Not Discussed,No,In progress,No,Yes,3,Not Discussed,No,0,No,No,No,Yes,No,Yes,2026
CL6856,pre_renewal,No,Not Discussed,Not Discussed,Yes,No,Yes,Neutral,50,Yes,Yes,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Yes,No,No,Yes,No,Yes,2025
YJ8183,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Yes,Not Discussed,Yes,Neutral,50,No,No,No,Not Discussed,No,Yes,2,Not Discussed,Yes,0,Yes,No,No,Yes,No,Yes,2026
JW4324,14_out,Not Discussed,Not Discussed,Not Discussed,Yes,No,Yes,Neutral,50,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,No,Yes,2026
PN1594,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Neutral,50,No,Yes,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Yes,No,Yes,2025
VD5503,14_out,Not Discussed,Not Discussed,Yes,No,No,Yes,Neutral,50,No,Yes,No,Not Discussed,No,No,0,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,No,Yes,2025
QL8403,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Neutral,50,No,Yes,No,Not Discussed,No,Yes,2,Not Discussed,Yes,0,No,No,No,Yes,No,Yes,2025
ZM3960,45_out,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Neutral,50,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Yes,No,Yes,2025
DU0149,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Yes,No,Yes,Neutral,50,No,No,No,Not Discussed,No,No,0,Not Discussed,Yes,0,Not Discussed,No,No,Yes,No,Yes,2025
JC1426,prior_year,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Neutral,50,No,No,No,Not Discussed,No,Yes,2,Not Discussed,Yes,0,No,No,No,Yes,No,Yes,2025
WF7762,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,Yes,Neutral,50,No,Not Discussed,No,Not Discussed,No,Yes,2,Not Discussed,Not Discussed,0,Not Discussed,No,No,Yes,No,Yes,2026
YC0481,pre_renewal,No,Not Discussed,No,Yes,Not Discussed,Yes,Neutral,50,No,Not Discussed,No,Not Discussed,No,No,0,Not Discussed,Not Discussed,0,Yes,No,No,Yes,No,Yes,2025
UP9417,prior_year,No,Not Discussed,No,Yes,No,Yes,Neutral,50,No,Yes,No,Not Discussed,No,Yes,6,Not Discussed,Yes,0,No,No,No,Yes,No,Yes,2025
CP1059,prior_year,Not Discussed,Not Discussed,Not Discussed,Yes,No,Yes,Neutral,50,No,Yes,No,Not Discussed,No,Yes,9,Not Discussed,Yes,0,Not Discussed,No,No,Yes,No,Yes,2025
TC0874,14_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,Yes,Neutral,50,No,Yes,No,Not Discussed,No,No,0,Not Discussed,Yes,0,Not Discussed,No,No,Yes,No,Yes,2025
VQ0608,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Yes,No,Yes,Neutral,50,No,No,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,No,No,No,Yes,No,Yes,2025
YA0136,14_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,Yes,Neutral,50,No,Not Discussed,No,Not Discussed,No,No,0,Not Discussed,Not Discussed,0,Yes,No,No,Yes,No,Yes,2025
ZZ6662,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Not Discussed,No,Yes,Neutral,50,No,No,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,No,No,No,Yes,No,Yes,2026
DQ8353,prior_year,Not Discussed,Not Discussed,Not Discussed,Yes,No,Yes,Neutral,50,No,Yes,No,Accredited,No,Yes,5,Not Discussed,Yes,0,Yes,No,No,Yes,No,Yes,2025
